
Array generated
31134 JJA
31172 WFS
31200 SBF
31202 FAL

31243 VST
31313 MNE
31353 IVW
31361 FNY
31387 FJJ
31436 VBI
31529 SHE
31534 QAQ
31557 IEC
31578 BUG

31583 NYU
31642 YPT
31690 SPW
31691 ALL
31700 MAQ
31752 LYY
31760 KOV
31764 JXD
31784 KKB
31851 WVY

31855 FOG
31867 IOJ
31867 ZYV
31868 DGA
31884 VLP
31917 TQQ
31955 NEZ
31964 UFK
32074 HKL
32122 TGF

32150 KEH
32157 ZUF
32270 JFK
32333 XAF
32377 FWQ
32426 SYE
32440 EUC
32461 SXY
32464 LZC
32487 UDF

32491 LVQ
32517 LVS
32523 AHN
32627 XLP
32667 BCY
32673 WEN
32719 IWN
32726 UVO
32739 PLG
32756 AVQ


Time to sort array of 1000 elements by Intersort: 0.0373
256191 compares; 258189 moves 

Array sorted by HeapSort
24 TFT
36 VDN
52 QKS
78 HTL
145 SDF
172 YUX
235 GZC
263 LRY
271 NHK
301 FFC

302 BIK
339 HVA
339 PPE
389 TDX
484 CJP
499 XKT
501 XOZ
535 SRH
550 YSS
567 EHN

572 YKZ
634 GZL
668 YGI
695 NJR
695 JOD
729 DWO
791 SPE
826 VPN
964 MOE
965 IGN

1001 OHL
1126 SBR
1141 DFM
1190 UUX
1217 ZUR
1221 YMA
1265 LFW
1300 HDY
1305 LYS
1353 SKP

1406 GVL
1408 KFZ
1414 QSE
1427 FIN
1465 JJT
1477 WFP
1494 ULR
1510 JYN
1574 SIV
1579 BCX

1624 FEJ
1689 QEF
1715 AAE
1719 KCS
1764 EJJ
1770 ARH
1771 ITC
1827 FKG
1829 HKU
1833 QRL

1843 OKH
1853 VUX
1859 QZU
1863 OIK
1885 GAQ
1899 AHT
1976 YMR
2012 KFT
2015 HRL
2042 HMF

2119 FNF
2150 FLB
2150 ILP
2162 NAA
2173 UZV
2182 HYN
2194 IDK
2204 OOU
2229 KJJ
2240 BXU

2265 QLI
2353 RLU
2359 AJX
2376 USX
2414 DHL
2431 BVA
2458 ITN
2520 XEW
2525 VLE
2545 NJD

2557 EEG
2560 NPX
2563 WHY
2613 VLY
2703 TBQ
2799 LRU
2826 XGU
2849 AAC
2919 ODS
2944 OJM

2997 SLF
3017 OOH
3113 LRI
3114 CUR
3156 MJI
3163 FLW
3195 PUD
3222 CVH
3227 WWP
3351 UZV

3377 ITX
3419 KFZ
3434 LSD
3453 EXM
3458 TKT
3520 YVV
3566 JDE
3579 NBF
3581 PLI
3642 BEW

3665 XUE
3740 YUW
3744 XST
3792 WII
3813 KLZ
3814 OZU
3828 KFU
3889 CRF
3956 GMD
3957 UYB

3974 JFI
3980 BJG
4001 OYB
4001 IQR
4058 CWL
4100 KRD
4111 VJW
4151 ZCE
4153 VOA
4154 FGL

4180 WRW
4270 CSD
4298 SVN
4301 LOY
4309 EYK
4311 TLZ
4318 QAR
4580 OJG
4597 ESL
4627 GAR

4648 GZD
4652 FHJ
4656 TLH
4669 PYG
4689 LKG
4761 EFN
4767 PLN
4780 LVP
4823 RGF
4841 XFE

4842 HVB
4862 PAU
4883 GDV
4888 IMY
4914 RSC
4990 DCD
4992 GPR
5017 LBD
5065 EBQ
5072 HQZ

5076 JGK
5087 TVH
5114 CMO
5145 NMZ
5190 VWV
5243 XHK
5350 KBR
5381 WMM
5409 MOU
5465 HPC

5477 PZJ
5504 WCY
5522 GQW
5535 HMY
5553 JVQ
5677 SPL
5720 TRJ
5740 IVP
5795 GSG
5804 HTC

5826 QHJ
5844 DGI
5849 KPG
5874 XPR
5921 LSZ
5974 PKZ
6069 WFE
6111 LVP
6118 KNH
6161 RZX

6206 AKU
6253 BYN
6275 BQW
6306 MTZ
6371 HKM
6381 QCO
6452 FNO
6496 QCW
6507 BBX
6612 LOD

6628 LOC
6658 PCP
6673 QRP
6701 MZL
6721 KTM
6734 QPP
6777 LRS
6785 ZYD
6790 LXW
6796 KJN

6840 ZTQ
6869 FDU
6947 SRJ
6989 CDD
7001 WML
7019 GTZ
7037 FOO
7058 XNK
7098 XCD
7100 YYB

7115 QDR
7123 YYD
7152 LST
7153 PUY
7199 UVH
7253 FNJ
7305 OTK
7338 EMW
7341 RGO
7451 DKF

7476 GZR
7604 CYN
7611 FWK
7658 MEG
7716 RIU
7830 UNW
7848 BFW
7904 RTL
7905 IDA
7982 IKP

8024 IHL
8031 BZI
8085 AXU
8358 SST
8364 FCL
8371 JUB
8377 BFS
8405 AUD
8422 ZGE
8434 VOK

8486 KMS
8574 MQU
8621 SSG
8674 RNG
8680 HZD
8689 EFC
8857 MTF
8883 BXM
8888 PWK
8896 SBD

9016 EQC
9044 SOL
9090 HCF
9136 QXG
9159 KZV
9171 QWN
9194 JUZ
9221 LLB
9322 NTQ
9390 SCP

9401 NLJ
9438 XDO
9480 ZOD
9487 CYR
9489 PKV
9492 VAS
9526 EZH
9608 GQD
9644 FNW
9685 IYD

9708 XRT
9762 EQK
9801 ORU
9804 LQU
9817 IGS
9853 DBH
9945 EAE
9977 KBW
10058 IHB
10060 YKZ

10143 JNP
10206 QRY
10229 SAU
10279 EQE
10365 XJZ
10418 MVQ
10422 QNO
10509 FMC
10525 IIS
10590 VXD

10634 SLO
10635 ITR
10641 XPS
10652 MYI
10652 NMJ
10656 CGD
10687 FRO
10720 FYT
10734 PSU
10740 YVS

10760 HHC
10764 GZY
10785 JQH
10798 PWG
10810 TBM
10855 YGU
10890 AJP
10908 NJX
10951 NGU
10963 VVG

10994 HRL
11046 GRU
11161 JTH
11175 VYJ
11190 ZGR
11300 EIO
11309 SJS
11318 ZNG
11343 EST
11345 ACH

11347 IIE
11411 IVP
11415 RLJ
11421 ABV
11487 OXP
11534 TIK
11589 XQS
11590 TBT
11694 TUW
11704 NOW

11709 IDG
11742 AEF
11752 VRL
11890 UJH
11956 VKE
11963 XCY
12000 HWN
12018 QDN
12088 XCC
12138 XZC

12142 EFL
12177 SPB
12181 VAH
12205 DBZ
12244 FVU
12304 UKI
12383 QBY
12383 KTZ
12479 NYG
12506 BQU

12576 CRH
12576 SDS
12600 BFH
12609 VNB
12613 DNR
12614 AKS
12625 JSA
12636 WAU
12638 VPD
12697 FQY

12724 NSZ
12752 XFV
12866 ESF
12901 MAY
12907 FQA
12915 RKX
12916 BXH
12921 VQI
12933 MWX
12942 ZJY

12982 HGP
12997 YDP
13041 TMX
13100 ZYP
13102 FKN
13104 QNP
13284 DJL
13303 YZS
13348 JTG
13350 SON

13411 BVL
13447 DDE
13508 DOY
13508 XYT
13560 CGW
13583 KRG
13586 SKW
13606 XVN
13606 IHT
13641 TMS

13698 CYA
13698 GXD
13699 PTY
13699 ICE
13789 MBF
13794 AOW
13798 UHA
13896 JEU
13901 TMA
13915 LEA

13923 GUO
13951 QIY
13967 PBU
13979 GIN
13989 JYS
14040 PCE
14089 HSI
14115 DXY
14161 YEF
14175 YTQ

14261 KNV
14286 YDH
14300 FYM
14396 IZD
14410 LBX
14421 ELT
14432 UYZ
14435 YSX
14459 YVX
14466 GJC

14494 KKD
14579 BLT
14600 TMV
14684 AWV
14706 NVB
14809 VJM
14819 WRG
14822 PVC
14886 IUD
14937 CYJ

14942 YKL
14946 XFV
14974 QHX
14976 KOF
15006 CIF
15012 NWZ
15099 PSA
15123 TZB
15143 UZQ
15260 UXP

15308 LGL
15325 ZIS
15326 CRI
15346 MXR
15368 QXB
15442 AFP
15444 OCK
15479 JMF
15502 AHZ
15516 KIP

15527 EIB
15615 JDU
15818 IQO
15827 RLB
15827 ALH
15884 TZG
15922 NTU
15957 HGF
15960 JQQ
16017 VLS

16058 RAH
16081 MJO
16140 VTV
16148 FCA
16188 ZLK
16203 CJG
16322 VAK
16334 NDN
16336 OZQ
16586 WJN

16587 DCL
16636 YJX
16641 CVI
16649 UNT
16786 UCR
16824 HJF
16849 QQB
16861 OXV
16870 EQN
16882 UUT

16884 TTN
16884 SCM
16915 TQS
16956 YOI
16964 XLK
16973 POG
16981 FZU
17026 HRY
17027 COK
17041 KYM

17054 PDL
17104 JZL
17124 RTM
17145 OZZ
17199 AKD
17208 WFN
17284 OUU
17299 UZA
17302 HGE
17306 SQA

17313 AMF
17340 YDU
17403 DQM
17426 THB
17437 GSZ
17474 PQH
17479 BLO
17490 IWD
17563 KIS
17573 XCL

17628 VSB
17633 LMC
17665 MPH
17678 PXV
17755 DOJ
17845 JLB
17857 WXX
17871 FAI
17967 DFJ
17974 VYI

18063 XEK
18074 NHI
18090 UFS
18181 BQI
18187 UNJ
18277 RBR
18299 FVR
18344 RJK
18363 YVC
18396 HJZ

18410 BQE
18418 VWK
18419 SOK
18424 HRZ
18443 GAQ
18456 TIJ
18483 JZW
18574 JAN
18665 VDC
18716 JNZ

18779 HEB
18813 ASK
18875 BOP
18912 GXI
18914 LQX
18939 JBS
18952 JTN
18955 BML
19057 SLH
19076 VRH

19088 VSS
19098 VOI
19103 AVK
19104 URW
19149 WNW
19187 JAG
19267 ZEV
19279 DLY
19296 ZOH
19297 IXO

19305 XXF
19332 WEE
19350 XGP
19400 RSJ
19424 EQQ
19463 LGL
19495 BJC
19526 NOH
19529 JZD
19596 UDH

19696 FFQ
19705 EPJ
19729 VMY
19819 OSB
19826 AVZ
19909 DRV
19925 OYJ
19927 FCW
19951 DLU
19960 AZN

19968 QYH
20004 ZKM
20034 GHJ
20056 NZN
20059 EAJ
20121 PXQ
20203 ILW
20245 BZC
20275 AGY
20283 FTZ

20321 EVS
20354 WQM
20472 GGB
20485 UUM
20529 KCP
20567 UAS
20618 FKI
20628 SSP
20659 KPM
20783 KMH

20818 MIS
20836 ZTB
20939 FLR
20951 BJR
20960 DZD
20963 BTU
20983 UXU
20995 LVC
21016 OQL
21067 YQG

21092 TBR
21114 OMP
21161 YEM
21180 SER
21207 DFN
21221 FKX
21255 FKX
21255 PJI
21283 YQU
21306 BUU

21314 PSV
21326 XZC
21338 CBD
21343 GDY
21413 PSG
21415 JZJ
21421 JCB
21472 FHO
21483 KLU
21484 YBP

21488 EVM
21497 RAX
21498 NIU
21523 TXO
21528 NIT
21533 NJV
21547 MSB
21555 ZKD
21568 ZLO
21576 YJD

21619 SDU
21628 EQW
21632 LJI
21684 NJY
21734 BHX
21840 MMK
21846 WMZ
21873 DHN
22008 MQJ
22031 KPU

22142 YMZ
22153 GIS
22172 PLP
22181 YBT
22252 PRU
22276 VXR
22324 WCH
22371 WFO
22381 OTF
22400 KEM

22417 NIZ
22454 ULU
22480 BCV
22483 UJU
22517 QWU
22535 AZS
22536 QLY
22585 XOX
22593 HVR
22647 PVS

22656 WEY
22668 JGY
22693 LDD
22718 TZK
22737 YJQ
22758 IBF
22842 ERJ
22857 YWM
22863 SSR
22882 EDM

22890 CYM
22958 BOE
22960 CUV
22962 FKD
22968 SEA
23015 TGX
23105 HUB
23108 ZFF
23133 BZP
23211 USS

23246 ZLX
23255 BON
23259 SHB
23348 JKJ
23365 MHJ
23444 IWO
23444 RQB
23488 EZI
23526 EFE
23599 UIQ

23650 WSL
23654 ZMD
23678 QKZ
23723 ZKL
23788 NOG
23808 RES
23839 RCM
23848 EXO
23892 WPO
23910 JBB

23923 FHX
23941 ODX
24007 SGE
24011 XMR
24067 AAZ
24102 PHH
24156 PGS
24179 DOS
24300 SIQ
24321 RAY

24321 XHG
24350 BNY
24357 MTK
24363 HSR
24382 LBD
24400 IHM
24429 DYW
24448 QBI
24481 FOE
24485 TVW

24489 RGH
24512 TFB
24512 BPQ
24595 ZQT
24657 NLZ
24673 WAJ
24685 KFN
24686 TTY
24760 PIR
24785 XPF

24814 JDX
24824 OIF
24851 SMK
24882 IEO
24942 BDF
25042 EWZ
25074 GCI
25084 VVS
25114 IMK
25130 SWE

25152 XDS
25165 AHC
25215 RIH
25256 YAF
25342 OOU
25528 SYK
25599 WME
25643 YDH
25670 ZGV
25698 BFO

25698 CLH
25732 QWO
25833 BRA
26001 YVR
26013 BHZ
26023 PHL
26033 ZBU
26048 ZPH
26059 NGB
26073 HPS

26100 LRD
26106 TPD
26164 BZC
26193 OMT
26206 YFU
26225 TND
26240 VLK
26268 NMP
26275 UBB
26288 IJA

26370 EOR
26389 GKG
26439 OGG
26453 YEF
26456 DGG
26458 QPX
26463 FAW
26471 XOG
26486 XYW
26568 BAR

26580 MPQ
26600 BIW
26610 JPB
26614 LHQ
26616 CZM
26643 QPS
26683 PKQ
26700 YWA
26707 NWL
26731 RRQ

26799 QCG
26823 VTT
26866 UNQ
26891 NUP
26913 RTN
26928 FNU
26991 VPP
26996 OIJ
27028 UII
27040 GHU

27046 QWB
27082 IHR
27111 OJJ
27205 BBU
27206 JCL
27210 XKX
27235 WTS
27359 NWF
27383 RLV
27418 XUS

27467 JUC
27492 YNC
27497 ETU
27510 VJX
27568 XYM
27585 WMP
27618 UTH
27633 PLG
27665 PEE
27697 KII

27772 UXW
27790 GLX
27843 JTP
27863 BPI
27936 BIB
28040 LMD
28070 AOM
28073 AJL
28087 MSS
28089 WQN

28091 GPK
28129 RAH
28293 RZZ
28305 WXN
28307 BWK
28307 HGR
28310 CCT
28317 EDY
28378 RHG
28437 IUH

28442 TXM
28500 SZX
28539 GAP
28556 BUE
28627 YDB
28646 KIV
28697 WHV
28768 RQN
28804 PBT
28811 OUU

28920 DKL
28927 SUS
28948 SWG
29045 GOP
29055 AAK
29089 KAU
29189 CNP
29261 WCW
29310 WWW
29328 UDH

29333 DYH
29338 LOP
29409 BVR
29435 JGE
29446 STX
29467 KFK
29589 HYL
29611 YXB
29621 VQU
29841 ECH

29843 PBY
29865 NMR
29868 MOD
29892 BUB
29961 SGS
29975 XSP
30020 ULM
30043 HFC
30047 KPL
30051 ESC

30097 KSI
30099 ERR
30115 YJL
30116 RVL
30149 DZZ
30271 TVU
30384 EIU
30400 ZDR
30429 IFS
30487 BOH

30497 SQK
30500 CWR
30583 DHR
30613 XZX
30656 XEW
30699 LLE
30766 RCU
30766 OPB
30781 SKZ
30792 ZAI

30810 KII
30816 AHP
30838 JWZ
30839 TZU
30840 YHN
30887 TYD
30912 WKF
30935 HXN
30936 BJG
30941 NGX

30957 ZDT
30984 NAE
31030 UAS
31064 IDL
31120 ENQ
31131 SGA
31134 JJA
31172 WFS
31200 SBF
31202 FAL

31243 VST
31313 MNE
31353 IVW
31361 FNY
31387 FJJ
31436 VBI
31529 SHE
31534 QAQ
31557 IEC
31578 BUG

31583 NYU
31642 YPT
31690 SPW
31691 ALL
31700 MAQ
31752 LYY
31760 KOV
31764 JXD
31784 KKB
31851 WVY

31855 FOG
31867 IOJ
31867 ZYV
31868 DGA
31884 VLP
31917 TQQ
31955 NEZ
31964 UFK
32074 HKL
32122 TGF

32150 KEH
32157 ZUF
32270 JFK
32333 XAF
32377 FWQ
32426 SYE
32440 EUC
32461 SXY
32464 LZC
32487 UDF

32491 LVQ
32517 LVS
32523 AHN
32627 XLP
32667 BCY
32673 WEN
32719 IWN
32726 UVO
32739 PLG
32756 AVQ


Time to sort array of 1000 elements by HeapSort: 0.0036
25324 compares; 27258 moves 
